teff,logg,M_H,en,C_M,N_M
3500,-0.5,-2.0,1.0,0.0,0.0
3500,-0.5,-1.5,-1.0,0.0,0.0
3500,-0.5,-1.5,-0.5,0.0,0.0
3500,-0.5,-1.5,0.0,0.0,0.0
3500,-0.5,-1.5,0.5,0.0,0.0
3500,-0.5,-1.5,1.0,0.0,0.0
3500,-0.5,-1.0,-1.0,0.0,0.0
3500,-0.5,-1.0,-0.5,0.0,0.0
3500,-0.5,-1.0,0.0,0.0,0.0
3500,-0.5,-1.0,0.5,0.0,0.0
3500,-0.5,-1.0,1.0,0.0,0.0
3500,-0.5,-0.5,-1.0,0.0,0.0
3500,-0.5,-0.5,-0.5,0.0,0.0
3500,-0.5,-0.5,0.0,0.0,0.0
3500,-0.5,-0.5,0.5,0.0,0.0
3500,-0.5,-0.5,1.0,0.0,0.0
3500,-0.5,0.0,-1.0,0.0,0.0
3500,-0.5,0.0,-0.5,0.0,0.0
3500,-0.5,0.0,0.0,0.0,0.0
3500,-0.5,0.0,0.5,0.0,0.0
3500,-0.5,0.0,1.0,0.0,0.0
3500,-0.5,0.5,-1.0,0.0,0.0
3500,-0.5,0.5,-0.5,0.0,0.0
3500,-0.5,0.5,0.0,0.0,0.0
3500,-0.5,0.5,0.5,0.0,0.0
3500,-0.5,0.5,1.0,0.0,0.0
3500,0.0,-2.5,-1.0,0.0,0.0
3500,0.0,-2.5,-0.5,0.0,0.0
3500,0.0,-2.5,0.0,0.0,0.0
3500,0.0,-2.5,0.5,0.0,0.0
3500,0.0,-2.5,1.0,0.0,0.0
3500,0.0,-2.0,-1.0,0.0,0.0
3500,0.0,-2.0,-0.5,0.0,0.0
3500,0.0,-2.0,0.0,0.0,0.0
3500,0.0,-2.0,0.5,0.0,0.0
3500,0.0,-2.0,1.0,0.0,0.0
3500,0.0,-1.5,-1.0,0.0,0.0
3500,0.0,-1.5,-0.5,0.0,0.0
3500,0.0,-1.5,0.0,0.0,0.0
3500,0.0,-1.5,0.5,0.0,0.0
3500,0.0,-1.5,1.0,0.0,0.0
3500,0.0,-1.0,-1.0,0.0,0.0
3500,0.0,-1.0,-0.5,0.0,0.0
3500,0.0,-1.0,0.0,0.0,0.0
3500,0.0,-1.0,0.5,0.0,0.0
3500,0.0,-1.0,1.0,0.0,0.0
3500,0.0,-0.5,-1.0,0.0,0.0
3500,0.0,-0.5,-0.5,0.0,0.0
3500,0.0,-0.5,0.0,0.0,0.0
3500,0.0,-0.5,0.5,0.0,0.0
3500,0.0,-0.5,1.0,0.0,0.0
3500,0.0,0.0,-1.0,0.0,0.0
3500,0.0,0.0,-0.5,0.0,0.0
3500,0.0,0.0,0.0,0.0,0.0
3500,0.0,0.0,0.5,0.0,0.0
3500,0.0,0.0,1.0,0.0,0.0
3500,0.0,0.5,-1.0,0.0,0.0
3500,0.0,0.5,-0.5,0.0,0.0
3500,0.0,0.5,0.0,0.0,0.0
3500,0.0,0.5,0.5,0.0,0.0
3500,0.0,0.5,1.0,0.0,0.0
3500,0.5,-2.5,-1.0,0.0,0.0
3500,0.5,-2.5,-0.5,0.0,0.0
3500,0.5,-2.5,0.0,0.0,0.0
3500,0.5,-2.5,0.5,0.0,0.0
3500,0.5,-2.5,1.0,0.0,0.0
3500,0.5,-2.0,-1.0,0.0,0.0
3500,0.5,-2.0,-0.5,0.0,0.0
3500,0.5,-2.0,0.0,0.0,0.0
3500,0.5,-2.0,0.5,0.0,0.0
3500,0.5,-2.0,1.0,0.0,0.0
3500,0.5,-1.5,-1.0,0.0,0.0
3500,0.5,-1.5,-0.5,0.0,0.0
3500,0.5,-1.5,0.0,0.0,0.0
3500,0.5,-1.5,0.5,0.0,0.0
3500,0.5,-1.5,1.0,0.0,0.0
3500,0.5,-1.0,-1.0,0.0,0.0
3500,0.5,-1.0,-0.5,0.0,0.0
3500,0.5,-1.0,0.0,0.0,0.0
3500,0.5,-1.0,0.5,0.0,0.0
3500,0.5,-1.0,1.0,0.0,0.0
3500,0.5,-0.5,-1.0,0.0,0.0
3500,0.5,-0.5,-0.5,0.0,0.0
3500,0.5,-0.5,0.0,0.0,0.0
3500,0.5,-0.5,0.5,0.0,0.0
3500,0.5,-0.5,1.0,0.0,0.0
3500,0.5,0.0,-1.0,0.0,0.0
3500,0.5,0.0,-0.5,0.0,0.0
3500,0.5,0.0,0.0,0.0,0.0
3500,0.5,0.0,0.5,0.0,0.0
3500,0.5,0.0,1.0,0.0,0.0
3500,0.5,0.5,-1.0,0.0,0.0
3500,0.5,0.5,-0.5,0.0,0.0
3500,0.5,0.5,0.0,0.0,0.0
3500,0.5,0.5,0.5,0.0,0.0
3500,0.5,0.5,1.0,0.0,0.0
3500,1.0,-2.5,-1.0,0.0,0.0
3500,1.0,-2.5,-0.5,0.0,0.0
3500,1.0,-2.5,0.0,0.0,0.0
3500,1.0,-2.5,0.5,0.0,0.0
3500,1.0,-2.5,1.0,0.0,0.0
3500,1.0,-2.0,-1.0,0.0,0.0
3500,1.0,-2.0,-0.5,0.0,0.0
3500,1.0,-2.0,0.0,0.0,0.0
3500,1.0,-2.0,0.5,0.0,0.0
3500,1.0,-2.0,1.0,0.0,0.0
3500,1.0,-1.5,-1.0,0.0,0.0
3500,1.0,-1.5,-0.5,0.0,0.0
3500,1.0,-1.5,0.0,0.0,0.0
3500,1.0,-1.5,0.5,0.0,0.0
3500,1.0,-1.5,1.0,0.0,0.0
3500,1.0,-1.0,-1.0,0.0,0.0
3500,1.0,-1.0,-0.5,0.0,0.0
3500,1.0,-1.0,0.0,0.0,0.0
3500,1.0,-1.0,0.5,0.0,0.0
3500,1.0,-1.0,1.0,0.0,0.0
3500,1.0,-0.5,-1.0,0.0,0.0
3500,1.0,-0.5,-0.5,0.0,0.0
3500,1.0,-0.5,0.0,0.0,0.0
3500,1.0,-0.5,0.5,0.0,0.0
3500,1.0,-0.5,1.0,0.0,0.0
3500,1.0,0.0,-1.0,0.0,0.0
3500,1.0,0.0,-0.5,0.0,0.0
3500,1.0,0.0,0.0,0.0,0.0
3500,1.0,0.0,0.5,0.0,0.0
3500,1.0,0.0,1.0,0.0,0.0
3500,1.0,0.5,-1.0,0.0,0.0
3500,1.0,0.5,-0.5,0.0,0.0
3500,1.0,0.5,0.0,0.0,0.0
3500,1.0,0.5,0.5,0.0,0.0
3500,1.0,0.5,1.0,0.0,0.0
3500,1.5,-2.5,-1.0,0.0,0.0
3500,1.5,-2.5,-0.5,0.0,0.0
3500,1.5,-2.5,0.0,0.0,0.0
3500,1.5,-2.5,0.5,0.0,0.0
3500,1.5,-2.5,1.0,0.0,0.0
3500,1.5,-2.0,-1.0,0.0,0.0
3500,1.5,-2.0,-0.5,0.0,0.0
3500,1.5,-2.0,0.0,0.0,0.0
3500,1.5,-2.0,0.5,0.0,0.0
3500,1.5,-2.0,1.0,0.0,0.0
3500,1.5,-1.5,-1.0,0.0,0.0
3500,1.5,-1.5,-0.5,0.0,0.0
3500,1.5,-1.5,0.0,0.0,0.0
3500,1.5,-1.5,0.5,0.0,0.0
3500,1.5,-1.5,1.0,0.0,0.0
3500,1.5,-1.0,-1.0,0.0,0.0
3500,1.5,-1.0,-0.5,0.0,0.0
3500,1.5,-1.0,0.0,0.0,0.0
3500,1.5,-1.0,0.5,0.0,0.0
3500,1.5,-1.0,1.0,0.0,0.0
3500,1.5,-0.5,-1.0,0.0,0.0
3500,1.5,-0.5,-0.5,0.0,0.0
3500,1.5,-0.5,0.0,0.0,0.0
3500,1.5,-0.5,0.5,0.0,0.0
3500,1.5,-0.5,1.0,0.0,0.0
3500,1.5,0.0,-1.0,0.0,0.0
3500,1.5,0.0,-0.5,0.0,0.0
3500,1.5,0.0,0.0,0.0,0.0
3500,1.5,0.0,0.5,0.0,0.0
3500,1.5,0.0,1.0,0.0,0.0
3500,1.5,0.5,-1.0,0.0,0.0
3500,1.5,0.5,-0.5,0.0,0.0
3500,1.5,0.5,0.0,0.0,0.0
3500,1.5,0.5,0.5,0.0,0.0
3500,1.5,0.5,1.0,0.0,0.0
3500,2.0,-2.5,-1.0,0.0,0.0
3500,2.0,-2.5,-0.5,0.0,0.0
3500,2.0,-2.5,0.0,0.0,0.0
3500,2.0,-2.5,0.5,0.0,0.0
3500,2.0,-2.5,1.0,0.0,0.0
3500,2.0,-2.0,-1.0,0.0,0.0
3500,2.0,-2.0,-0.5,0.0,0.0
3500,2.0,-2.0,0.0,0.0,0.0
3500,2.0,-2.0,0.5,0.0,0.0
3500,2.0,-2.0,1.0,0.0,0.0
3500,2.0,-1.5,-1.0,0.0,0.0
3500,2.0,-1.5,-0.5,0.0,0.0
3500,2.0,-1.5,0.0,0.0,0.0
3500,2.0,-1.5,0.5,0.0,0.0
3500,2.0,-1.5,1.0,0.0,0.0
3500,2.0,-1.0,-1.0,0.0,0.0
3500,2.0,-1.0,-0.5,0.0,0.0
3500,2.0,-1.0,0.0,0.0,0.0
3500,2.0,-1.0,0.5,0.0,0.0
3500,2.0,-1.0,1.0,0.0,0.0
3500,2.0,-0.5,-1.0,0.0,0.0
3500,2.0,-0.5,-0.5,0.0,0.0
3500,2.0,-0.5,0.0,0.0,0.0
3500,2.0,-0.5,0.5,0.0,0.0
3500,2.0,-0.5,1.0,0.0,0.0
3500,2.0,0.0,-1.0,0.0,0.0
3500,2.0,0.0,-0.5,0.0,0.0
3500,2.0,0.0,0.0,0.0,0.0
3500,2.0,0.0,0.5,0.0,0.0
3500,2.0,0.0,1.0,0.0,0.0
3500,2.0,0.5,-1.0,0.0,0.0
3500,2.0,0.5,-0.5,0.0,0.0
3500,2.0,0.5,0.0,0.0,0.0
3500,2.0,0.5,0.5,0.0,0.0
3500,2.0,0.5,1.0,0.0,0.0
3500,2.5,-2.5,-1.0,0.0,0.0
3500,2.5,-2.5,-0.5,0.0,0.0
3500,2.5,-2.5,0.0,0.0,0.0
3500,2.5,-2.5,0.5,0.0,0.0
3500,2.5,-2.5,1.0,0.0,0.0
3500,2.5,-2.0,-1.0,0.0,0.0
3500,2.5,-2.0,-0.5,0.0,0.0
3500,2.5,-2.0,0.0,0.0,0.0
3500,2.5,-2.0,0.5,0.0,0.0
3500,2.5,-2.0,1.0,0.0,0.0
3500,2.5,-1.5,-1.0,0.0,0.0
3500,2.5,-1.5,-0.5,0.0,0.0
3500,2.5,-1.5,0.0,0.0,0.0
3500,2.5,-1.5,0.5,0.0,0.0
3500,2.5,-1.5,1.0,0.0,0.0
3500,2.5,-1.0,-1.0,0.0,0.0
3500,2.5,-1.0,-0.5,0.0,0.0
3500,2.5,-1.0,0.0,0.0,0.0
3500,2.5,-1.0,0.5,0.0,0.0
3500,2.5,-1.0,1.0,0.0,0.0
3500,2.5,-0.5,-1.0,0.0,0.0
3500,2.5,-0.5,-0.5,0.0,0.0
3500,2.5,-0.5,0.0,0.0,0.0
3500,2.5,-0.5,0.5,0.0,0.0
3500,2.5,-0.5,1.0,0.0,0.0
3500,2.5,0.0,-1.0,0.0,0.0
3500,2.5,0.0,-0.5,0.0,0.0
3500,2.5,0.0,0.0,0.0,0.0
3500,2.5,0.0,0.5,0.0,0.0
3500,2.5,0.0,1.0,0.0,0.0
3500,2.5,0.5,-1.0,0.0,0.0
3500,2.5,0.5,-0.5,0.0,0.0
3500,2.5,0.5,0.0,0.0,0.0
3500,2.5,0.5,0.5,0.0,0.0
3500,2.5,0.5,1.0,0.0,0.0
3500,3.0,-2.5,-1.0,0.0,0.0
3500,3.0,-2.5,-0.5,0.0,0.0
3500,3.0,-2.5,0.0,0.0,0.0
3500,3.0,-2.5,0.5,0.0,0.0
3500,3.0,-2.5,1.0,0.0,0.0
3500,3.0,-2.0,-1.0,0.0,0.0
3500,3.0,-2.0,-0.5,0.0,0.0
3500,3.0,-2.0,0.0,0.0,0.0
3500,3.0,-2.0,0.5,0.0,0.0
3500,3.0,-2.0,1.0,0.0,0.0
3500,3.0,-1.5,-1.0,0.0,0.0
3500,3.0,-1.5,-0.5,0.0,0.0
3500,3.0,-1.5,0.0,0.0,0.0
3500,3.0,-1.5,0.5,0.0,0.0
3500,3.0,-1.5,1.0,0.0,0.0
3500,3.0,-1.0,-1.0,0.0,0.0
3500,3.0,-1.0,-0.5,0.0,0.0
3500,3.0,-1.0,0.0,0.0,0.0
3500,3.0,-1.0,0.5,0.0,0.0
3500,3.0,-1.0,1.0,0.0,0.0
3500,3.0,-0.5,-1.0,0.0,0.0
3500,3.0,-0.5,-0.5,0.0,0.0
3500,3.0,-0.5,0.0,0.0,0.0
3500,3.0,-0.5,0.5,0.0,0.0
3500,3.0,-0.5,1.0,0.0,0.0
3500,3.0,0.0,-1.0,0.0,0.0
3500,3.0,0.0,-0.5,0.0,0.0
3500,3.0,0.0,0.0,0.0,0.0
3500,3.0,0.0,0.5,0.0,0.0
3500,3.0,0.0,1.0,0.0,0.0
3500,3.0,0.5,-1.0,0.0,0.0
3500,3.0,0.5,-0.5,0.0,0.0
3500,3.0,0.5,0.0,0.0,0.0
3500,3.0,0.5,0.5,0.0,0.0
3500,3.0,0.5,1.0,0.0,0.0
3500,3.5,-2.5,-1.0,0.0,0.0
3500,3.5,-2.5,-0.5,0.0,0.0
3500,3.5,-2.5,0.0,0.0,0.0
3500,3.5,-2.5,0.5,0.0,0.0
3500,3.5,-2.5,1.0,0.0,0.0
3500,3.5,-2.0,-1.0,0.0,0.0
3500,3.5,-2.0,-0.5,0.0,0.0
3500,3.5,-2.0,0.0,0.0,0.0
3500,3.5,-2.0,0.5,0.0,0.0
3500,3.5,-2.0,1.0,0.0,0.0
3500,3.5,-1.5,-1.0,0.0,0.0
3500,3.5,-1.5,-0.5,0.0,0.0
3500,3.5,-1.5,0.0,0.0,0.0
3500,3.5,-1.5,0.5,0.0,0.0
3500,3.5,-1.5,1.0,0.0,0.0
3500,3.5,-1.0,-1.0,0.0,0.0
3500,3.5,-1.0,-0.5,0.0,0.0
3500,3.5,-1.0,0.0,0.0,0.0
3500,3.5,-1.0,0.5,0.0,0.0
3500,3.5,-1.0,1.0,0.0,0.0
3500,3.5,-0.5,-1.0,0.0,0.0
3500,3.5,-0.5,-0.5,0.0,0.0
3500,3.5,-0.5,0.0,0.0,0.0
3500,3.5,-0.5,0.5,0.0,0.0
3500,3.5,-0.5,1.0,0.0,0.0
3500,3.5,0.0,-1.0,0.0,0.0
3500,3.5,0.0,-0.5,0.0,0.0
3500,3.5,0.0,0.0,0.0,0.0
3500,3.5,0.0,0.5,0.0,0.0
3500,3.5,0.0,1.0,0.0,0.0
3500,3.5,0.5,-1.0,0.0,0.0
3500,3.5,0.5,-0.5,0.0,0.0
3500,3.5,0.5,0.0,0.0,0.0
3500,3.5,0.5,0.5,0.0,0.0
3500,3.5,0.5,1.0,0.0,0.0
3500,4.0,-2.5,-1.0,0.0,0.0
3500,4.0,-2.5,-0.5,0.0,0.0
3500,4.0,-2.5,0.0,0.0,0.0
3500,4.0,-2.5,0.5,0.0,0.0
3500,4.0,-2.5,1.0,0.0,0.0
3500,4.0,-2.0,-1.0,0.0,0.0
3500,4.0,-2.0,-0.5,0.0,0.0
3500,4.0,-2.0,0.0,0.0,0.0
3500,4.0,-2.0,0.5,0.0,0.0
3500,4.0,-2.0,1.0,0.0,0.0
3500,4.0,-1.5,-1.0,0.0,0.0
3500,4.0,-1.5,-0.5,0.0,0.0
3500,4.0,-1.5,0.0,0.0,0.0
3500,4.0,-1.5,0.5,0.0,0.0
3500,4.0,-1.5,1.0,0.0,0.0
3500,4.0,-1.0,-1.0,0.0,0.0
3500,4.0,-1.0,-0.5,0.0,0.0
3500,4.0,-1.0,0.0,0.0,0.0
3500,4.0,-1.0,0.5,0.0,0.0
3500,4.0,-1.0,1.0,0.0,0.0
3500,4.0,-0.5,-1.0,0.0,0.0
3500,4.0,-0.5,-0.5,0.0,0.0
3500,4.0,-0.5,0.0,0.0,0.0
3500,4.0,-0.5,0.5,0.0,0.0
3500,4.0,-0.5,1.0,0.0,0.0
3500,4.0,0.0,-1.0,0.0,0.0
3500,4.0,0.0,-0.5,0.0,0.0
3500,4.0,0.0,0.0,0.0,0.0
3500,4.0,0.0,0.5,0.0,0.0
3500,4.0,0.0,1.0,0.0,0.0
3500,4.0,0.5,-1.0,0.0,0.0
3500,4.0,0.5,-0.5,0.0,0.0
3500,4.0,0.5,0.0,0.0,0.0
3500,4.0,0.5,0.5,0.0,0.0
3500,4.0,0.5,1.0,0.0,0.0
3500,4.5,-2.5,-1.0,0.0,0.0
3500,4.5,-2.5,-0.5,0.0,0.0
3500,4.5,-2.5,0.0,0.0,0.0
3500,4.5,-2.5,0.5,0.0,0.0
3500,4.5,-2.5,1.0,0.0,0.0
3500,4.5,-2.0,-1.0,0.0,0.0
3500,4.5,-2.0,-0.5,0.0,0.0
3500,4.5,-2.0,0.0,0.0,0.0
3500,4.5,-2.0,0.5,0.0,0.0
3500,4.5,-2.0,1.0,0.0,0.0
3500,4.5,-1.5,-1.0,0.0,0.0
3500,4.5,-1.5,-0.5,0.0,0.0
3500,4.5,-1.5,0.0,0.0,0.0
3500,4.5,-1.5,0.5,0.0,0.0
3500,4.5,-1.5,1.0,0.0,0.0
3500,4.5,-1.0,-1.0,0.0,0.0
3500,4.5,-1.0,-0.5,0.0,0.0
3500,4.5,-1.0,0.0,0.0,0.0
3500,4.5,-1.0,0.5,0.0,0.0
3500,4.5,-1.0,1.0,0.0,0.0
3500,4.5,-0.5,-1.0,0.0,0.0
3500,4.5,-0.5,-0.5,0.0,0.0
3500,4.5,-0.5,0.0,0.0,0.0
3500,4.5,-0.5,0.5,0.0,0.0
3500,4.5,-0.5,1.0,0.0,0.0
3500,4.5,0.0,-1.0,0.0,0.0
3500,4.5,0.0,-0.5,0.0,0.0
3500,4.5,0.0,0.0,0.0,0.0
3500,4.5,0.0,0.5,0.0,0.0
3500,4.5,0.0,1.0,0.0,0.0
3500,4.5,0.5,-1.0,0.0,0.0
3500,4.5,0.5,-0.5,0.0,0.0
3500,4.5,0.5,0.0,0.0,0.0
3500,4.5,0.5,0.5,0.0,0.0
3500,4.5,0.5,1.0,0.0,0.0
3500,5.0,-2.5,-1.0,0.0,0.0
3500,5.0,-2.5,-0.5,0.0,0.0
3500,5.0,-2.5,0.0,0.0,0.0
3500,5.0,-2.5,0.5,0.0,0.0
3500,5.0,-2.5,1.0,0.0,0.0
3500,5.0,-2.0,-1.0,0.0,0.0
3500,5.0,-2.0,-0.5,0.0,0.0
3500,5.0,-2.0,0.0,0.0,0.0
3500,5.0,-2.0,0.5,0.0,0.0
3500,5.0,-2.0,1.0,0.0,0.0
3500,5.0,-1.5,-1.0,0.0,0.0
3500,5.0,-1.5,-0.5,0.0,0.0
3500,5.0,-1.5,0.0,0.0,0.0
3500,5.0,-1.5,0.5,0.0,0.0
3500,5.0,-1.5,1.0,0.0,0.0
3500,5.0,-1.0,-1.0,0.0,0.0
3500,5.0,-1.0,-0.5,0.0,0.0
3500,5.0,-1.0,0.0,0.0,0.0
3500,5.0,-1.0,0.5,0.0,0.0
3500,5.0,-1.0,1.0,0.0,0.0
3500,5.0,-0.5,-1.0,0.0,0.0
3500,5.0,-0.5,-0.5,0.0,0.0
3500,5.0,-0.5,0.0,0.0,0.0
3500,5.0,-0.5,0.5,0.0,0.0
3500,5.0,-0.5,1.0,0.0,0.0
3500,5.0,0.0,-1.0,0.0,0.0
3500,5.0,0.0,-0.5,0.0,0.0
3500,5.0,0.0,0.0,0.0,0.0
3500,5.0,0.0,0.5,0.0,0.0
3500,5.0,0.0,1.0,0.0,0.0
3500,5.0,0.5,-1.0,0.0,0.0
3500,5.0,0.5,-0.5,0.0,0.0
3500,5.0,0.5,0.0,0.0,0.0
3500,5.0,0.5,0.5,0.0,0.0
3500,5.0,0.5,1.0,0.0,0.0
3600,-0.5,-2.5,-1.0,0.0,0.0
3600,-0.5,-2.5,-0.5,0.0,0.0
3600,-0.5,-2.5,0.0,0.0,0.0
3600,-0.5,-2.5,0.5,0.0,0.0
3600,-0.5,-2.5,1.0,0.0,0.0
3600,-0.5,-2.0,-1.0,0.0,0.0
3600,-0.5,-2.0,-0.5,0.0,0.0
3600,-0.5,-2.0,0.0,0.0,0.0
3600,-0.5,-2.0,0.5,0.0,0.0
3600,-0.5,-2.0,1.0,0.0,0.0
3600,-0.5,-1.5,-1.0,0.0,0.0
3600,-0.5,-1.5,-0.5,0.0,0.0
3600,-0.5,-1.5,0.0,0.0,0.0
3600,-0.5,-1.5,0.5,0.0,0.0
3600,-0.5,-1.5,1.0,0.0,0.0
3600,-0.5,-1.0,-1.0,0.0,0.0
3600,-0.5,-1.0,-0.5,0.0,0.0
3600,-0.5,-1.0,0.0,0.0,0.0
3600,-0.5,-1.0,0.5,0.0,0.0
3600,-0.5,-1.0,1.0,0.0,0.0
3600,-0.5,-0.5,-1.0,0.0,0.0
3600,-0.5,-0.5,-0.5,0.0,0.0
3600,-0.5,-0.5,0.0,0.0,0.0
3600,-0.5,-0.5,0.5,0.0,0.0
3600,-0.5,-0.5,1.0,0.0,0.0
3600,-0.5,0.0,-1.0,0.0,0.0
3600,-0.5,0.0,-0.5,0.0,0.0
3600,-0.5,0.0,0.0,0.0,0.0
3600,-0.5,0.0,0.5,0.0,0.0
3600,-0.5,0.0,1.0,0.0,0.0
3600,-0.5,0.5,-1.0,0.0,0.0
3600,-0.5,0.5,-0.5,0.0,0.0
3600,-0.5,0.5,0.0,0.0,0.0
3600,-0.5,0.5,0.5,0.0,0.0
3600,-0.5,0.5,1.0,0.0,0.0
3600,0.0,-2.5,-1.0,0.0,0.0
3600,0.0,-2.5,-0.5,0.0,0.0
3600,0.0,-2.5,0.0,0.0,0.0
3600,0.0,-2.5,0.5,0.0,0.0
3600,0.0,-2.5,1.0,0.0,0.0
3600,0.0,-2.0,-1.0,0.0,0.0
3600,0.0,-2.0,-0.5,0.0,0.0
3600,0.0,-2.0,0.0,0.0,0.0
3600,0.0,-2.0,0.5,0.0,0.0
3600,0.0,-2.0,1.0,0.0,0.0
3600,0.0,-1.5,-1.0,0.0,0.0
3600,0.0,-1.5,-0.5,0.0,0.0
3600,0.0,-1.5,0.0,0.0,0.0
3600,0.0,-1.5,0.5,0.0,0.0
3600,0.0,-1.5,1.0,0.0,0.0
3600,0.0,-1.0,-1.0,0.0,0.0
3600,0.0,-1.0,-0.5,0.0,0.0
3600,0.0,-1.0,0.0,0.0,0.0
3600,0.0,-1.0,0.5,0.0,0.0
3600,0.0,-1.0,1.0,0.0,0.0
3600,0.0,-0.5,-1.0,0.0,0.0
3600,0.0,-0.5,-0.5,0.0,0.0
3600,0.0,-0.5,0.0,0.0,0.0
3600,0.0,-0.5,0.5,0.0,0.0
3600,0.0,-0.5,1.0,0.0,0.0
3600,0.0,0.0,-1.0,0.0,0.0
3600,0.0,0.0,-0.5,0.0,0.0
3600,0.0,0.0,0.0,0.0,0.0
3600,0.0,0.0,0.5,0.0,0.0
3600,0.0,0.0,1.0,0.0,0.0
3600,0.0,0.5,-1.0,0.0,0.0
3600,0.0,0.5,-0.5,0.0,0.0
3600,0.0,0.5,0.0,0.0,0.0
3600,0.0,0.5,0.5,0.0,0.0
3600,0.0,0.5,1.0,0.0,0.0
3600,0.5,-2.5,-1.0,0.0,0.0
3600,0.5,-2.5,-0.5,0.0,0.0
3600,0.5,-2.5,0.0,0.0,0.0
3600,0.5,-2.5,0.5,0.0,0.0
3600,0.5,-2.5,1.0,0.0,0.0
3600,0.5,-2.0,-1.0,0.0,0.0
3600,0.5,-2.0,-0.5,0.0,0.0
3600,0.5,-2.0,0.0,0.0,0.0
3600,0.5,-2.0,0.5,0.0,0.0
3600,0.5,-2.0,1.0,0.0,0.0
3600,0.5,-1.5,-1.0,0.0,0.0
3600,0.5,-1.5,-0.5,0.0,0.0
3600,0.5,-1.5,0.0,0.0,0.0
3600,0.5,-1.5,0.5,0.0,0.0
3600,0.5,-1.5,1.0,0.0,0.0
3600,0.5,-1.0,-1.0,0.0,0.0
3600,0.5,-1.0,-0.5,0.0,0.0
3600,0.5,-1.0,0.0,0.0,0.0
3600,0.5,-1.0,0.5,0.0,0.0
3600,0.5,-1.0,1.0,0.0,0.0
3600,0.5,-0.5,-1.0,0.0,0.0
3600,0.5,-0.5,-0.5,0.0,0.0
3600,0.5,-0.5,0.0,0.0,0.0
3600,0.5,-0.5,0.5,0.0,0.0
3600,0.5,-0.5,1.0,0.0,0.0
3600,0.5,0.0,-1.0,0.0,0.0
3600,0.5,0.0,-0.5,0.0,0.0
3600,0.5,0.0,0.0,0.0,0.0
3600,0.5,0.0,0.5,0.0,0.0
3600,0.5,0.0,1.0,0.0,0.0
3600,0.5,0.5,-1.0,0.0,0.0
3600,0.5,0.5,-0.5,0.0,0.0
3600,0.5,0.5,0.0,0.0,0.0
3600,0.5,0.5,0.5,0.0,0.0
3600,0.5,0.5,1.0,0.0,0.0
3600,1.0,-2.5,-1.0,0.0,0.0
3600,1.0,-2.5,-0.5,0.0,0.0
3600,1.0,-2.5,0.0,0.0,0.0
3600,1.0,-2.5,0.5,0.0,0.0
3600,1.0,-2.5,1.0,0.0,0.0
3600,1.0,-2.0,-1.0,0.0,0.0
3600,1.0,-2.0,-0.5,0.0,0.0
3600,1.0,-2.0,0.0,0.0,0.0
3600,1.0,-2.0,0.5,0.0,0.0
3600,1.0,-2.0,1.0,0.0,0.0
3600,1.0,-1.5,-1.0,0.0,0.0
3600,1.0,-1.5,-0.5,0.0,0.0
3600,1.0,-1.5,0.0,0.0,0.0
3600,1.0,-1.5,0.5,0.0,0.0
3600,1.0,-1.5,1.0,0.0,0.0
3600,1.0,-1.0,-1.0,0.0,0.0
3600,1.0,-1.0,-0.5,0.0,0.0
3600,1.0,-1.0,0.0,0.0,0.0
3600,1.0,-1.0,0.5,0.0,0.0
3600,1.0,-1.0,1.0,0.0,0.0
3600,1.0,-0.5,-1.0,0.0,0.0
3600,1.0,-0.5,-0.5,0.0,0.0
3600,1.0,-0.5,0.0,0.0,0.0
3600,1.0,-0.5,0.5,0.0,0.0
3600,1.0,-0.5,1.0,0.0,0.0
3600,1.0,0.0,-1.0,0.0,0.0
3600,1.0,0.0,-0.5,0.0,0.0
3600,1.0,0.0,0.0,0.0,0.0
3600,1.0,0.0,0.5,0.0,0.0
3600,1.0,0.0,1.0,0.0,0.0
3600,1.0,0.5,-1.0,0.0,0.0
3600,1.0,0.5,-0.5,0.0,0.0
3600,1.0,0.5,0.0,0.0,0.0
3600,1.0,0.5,0.5,0.0,0.0
3600,1.0,0.5,1.0,0.0,0.0
3600,1.5,-2.5,-1.0,0.0,0.0
3600,1.5,-2.5,-0.5,0.0,0.0
3600,1.5,-2.5,0.0,0.0,0.0
3600,1.5,-2.5,0.5,0.0,0.0
3600,1.5,-2.5,1.0,0.0,0.0
3600,1.5,-2.0,-1.0,0.0,0.0
3600,1.5,-2.0,-0.5,0.0,0.0
3600,1.5,-2.0,0.0,0.0,0.0
3600,1.5,-2.0,0.5,0.0,0.0
3600,1.5,-2.0,1.0,0.0,0.0
3600,1.5,-1.5,-1.0,0.0,0.0
3600,1.5,-1.5,-0.5,0.0,0.0
3600,1.5,-1.5,0.0,0.0,0.0
3600,1.5,-1.5,0.5,0.0,0.0
3600,1.5,-1.5,1.0,0.0,0.0
3600,1.5,-1.0,-1.0,0.0,0.0
3600,1.5,-1.0,-0.5,0.0,0.0
3600,1.5,-1.0,0.0,0.0,0.0
3600,1.5,-1.0,0.5,0.0,0.0
3600,1.5,-1.0,1.0,0.0,0.0
3600,1.5,-0.5,-1.0,0.0,0.0
3600,1.5,-0.5,-0.5,0.0,0.0
3600,1.5,-0.5,0.0,0.0,0.0
3600,1.5,-0.5,0.5,0.0,0.0
3600,1.5,-0.5,1.0,0.0,0.0
3600,1.5,0.0,-1.0,0.0,0.0
